4.997325230321641776e+00,5.002688087926297378e+00,5.003760659447228143e+00,5.002688087926297378e+00,5.001615516405365724e+00,5.002688087926297378e+00,5.000542944884434959e+00,5.003760659447228143e+00,5.002688087926297378e+00,5.000542944884434959e+00,5.000542944884434959e+00,5.000542944884434959e+00,5.000542944884434959e+00,4.999470373363504194e+00,5.002688087926297378e+00,4.998397801842572541e+00,3.372379376111200866e+00,2.788900468724745174e+00,2.887577048650395994e+00,2.521830160012930033e+00,2.472491870050105067e+00,2.278356424761596610e+00,1.845037530305479123e+00,-4.697863261677712871e-02,-4.376091805398417411e-02
5.002688087926297378e+00,5.002688087926297378e+00,5.002688087926297378e+00,5.001615516405365724e+00,4.821423500888960767e+00,4.801044641991271789e+00,4.760286924195894720e+00,4.728109778567965549e+00,4.680916631647002113e+00,4.625142912558590780e+00,4.496434330046872319e+00,4.349492031679327297e+00,5.003760659447228143e+00,5.000542944884434959e+00,4.997325230321641776e+00,4.998397801842572541e+00,4.999470373363504194e+00,2.700949604008404670e+00,2.470346727008242649e+00,2.721328462906093204e+00,2.703094747050266644e+00,2.232235849361564384e+00,1.725982091482139991e+00,-4.697863261677712871e-02,-3.303520284467433010e-02
5.000542944884434959e+00,5.003760659447228143e+00,5.002688087926297378e+00,4.749561208986584404e+00,4.731327493130757844e+00,4.663755487312106318e+00,4.634796056246969442e+00,4.594038338451592374e+00,4.488926329400355186e+00,4.397757750121221498e+00,4.298008598674640801e+00,4.175735445288507819e+00,4.085639437530305784e+00,3.748851979957976255e+00,4.999470373363504194e+00,4.999470373363504194e+00,4.998397801842572541e+00,5.001615516405365724e+00,2.363089574915144819e+00,2.271920995636010687e+00,2.033810117989332866e+00,2.162518700501050883e+00,1.631595797640213563e+00,-4.483348957491516129e-02,-2.874491676095039180e-02
4.995180087279780246e+00,5.001615516405365724e+00,4.698077775981897908e+00,4.698077775981897908e+00,4.700222919023759438e+00,4.622997769516728361e+00,4.603691482139971036e+00,4.541482333925974224e+00,4.488926329400355186e+00,4.402048036204945447e+00,4.341984031032810165e+00,4.240089736544367049e+00,4.119961726200097374e+00,3.975164570874413883e+00,3.770303410376595998e+00,4.995180087279780246e+00,4.999470373363504194e+00,4.994107515758849480e+00,4.996252658800711011e+00,2.230090706319702409e+00,2.410282721836107811e+00,2.030592403426539683e+00,2.047753547761435478e+00,-4.376091805398417411e-02,-4.054320349119121952e-02
4.999470373363504194e+00,4.705585776628414152e+00,4.640158913851624156e+00,4.617634911912073647e+00,4.629433198642313840e+00,4.551135477614352887e+00,4.485708614837562891e+00,4.452458897688702066e+00,4.427789752707289139e+00,4.319460029093259656e+00,4.181098302893163421e+00,4.045954291255858593e+00,3.929043995474381212e+00,3.686642831743979443e+00,3.525757103604331366e+00,3.421717666074026276e+00,4.998397801842572541e+00,4.998397801842572541e+00,5.001615516405365724e+00,2.250469565217391388e+00,2.071350121221916751e+00,2.177534701794084260e+00,1.552225505091320734e+00,-4.054320349119121952e-02,-4.590606109584614153e-02
4.692714918377242306e+00,4.639086342330693391e+00,4.581167480200420528e+00,4.565078907386455498e+00,4.581167480200420528e+00,4.501797187651527921e+00,4.424572038144496844e+00,4.462112041377080729e+00,4.369870890577016276e+00,4.259396023921125263e+00,4.091002295134959610e+00,4.024502860837239737e+00,3.976237142395344648e+00,3.786391983190560584e+00,3.513958816874090729e+00,3.360581089380959785e+00,5.000542944884434959e+00,5.000542944884434959e+00,4.998397801842572541e+00,4.999470373363504194e+00,2.185042702440601392e+00,2.327694714724422020e+00,1.456766639728462875e+00,-4.912377565863909612e-02,-4.376091805398417411e-02
4.683061774688863643e+00,4.633723484726038677e+00,4.573659479553903395e+00,4.483563471795700472e+00,4.453531469209632832e+00,4.338766316470017870e+00,4.255105737837400426e+00,4.294790884111846729e+00,4.296936027153709148e+00,4.269049167609503925e+00,4.102800581865201579e+00,3.900084564409245225e+00,3.889358849199934909e+00,3.614780539841603080e+00,3.623361112009050977e+00,3.408846807822853986e+00,3.020575917245837960e+00,4.998397801842572541e+00,4.997325230321641776e+00,5.002688087926297378e+00,2.055261548407952166e+00,1.989834685631162170e+00,1.872924389849684790e+00,-4.912377565863909612e-02,-4.590606109584614153e-02
4.639086342330693391e+00,4.596183481493453904e+00,4.494289187005010788e+00,4.521103475028284358e+00,4.450313754646839648e+00,4.378451462744464173e+00,4.334476030386293921e+00,4.227218878293195203e+00,4.201477161790851511e+00,4.172517730725715523e+00,4.048099434297721011e+00,3.770303410376595998e+00,3.821786843381283383e+00,3.576167965088087541e+00,3.516103959915952704e+00,3.414209665427509144e+00,3.092438209148213879e+00,4.996252658800711011e+00,4.999470373363504194e+00,4.995180087279780246e+00,4.999470373363504194e+00,1.965165540649749465e+00,1.706675804105382221e+00,-5.234149022143205071e-02,-4.590606109584614153e-02
4.596183481493453904e+00,4.566151478907386263e+00,4.513595474381768113e+00,4.402048036204945447e+00,4.363435461451429909e+00,4.266904024567641507e+00,4.206840019395506225e+00,4.172517730725715523e+00,4.091002295134959610e+00,4.113526297074511007e+00,3.969801713269759169e+00,3.683425117181186703e+00,3.702731404557943584e+00,3.629796541134636900e+00,3.502160530143850092e+00,3.261904509455309409e+00,2.977673056408598473e+00,2.588329594310651238e+00,5.000542944884434959e+00,4.997325230321641776e+00,1.825731242928721798e+00,1.786046096654275050e+00,1.552225505091320734e+00,-5.126891870050106353e-02,-4.912377565863909612e-02
4.564006335865524733e+00,4.555425763698076835e+00,4.520030903507353592e+00,4.387032034911912071e+00,4.305516599321157045e+00,4.305516599321157045e+00,4.233654307418781571e+00,4.147848585744302596e+00,4.098510295781476742e+00,4.107090867948924640e+00,4.063115435590754387e+00,3.874342847906901532e+00,3.761722838209148545e+00,3.590111394860190597e+00,3.604054824632293208e+00,3.338057087441409276e+00,3.009850202036527644e+00,2.901520478422499050e+00,4.998397801842572541e+00,4.999470373363504194e+00,5.002688087926297378e+00,1.896520963310166508e+00,1.542572361402941850e+00,-4.590606109584614153e-02,-4.912377565863909612e-02
4.568296621949247793e+00,4.555425763698076835e+00,4.526466332632939960e+00,4.374161176660740225e+00,4.323750315176983605e+00,4.295863455632778383e+00,4.226146306772264438e+00,4.165009730079198391e+00,4.096365152739615212e+00,4.009486859544205473e+00,3.870052561823177140e+00,3.806770842088249562e+00,3.663046258283497281e+00,3.642667399385808746e+00,3.467838241474058059e+00,3.237235364473896926e+00,2.839311330208501349e+00,2.602273024082753849e+00,4.997325230321641776e+00,4.991962372716987062e+00,4.997325230321641776e+00,1.945859253272991918e+00,1.747433521900759512e+00,-5.341406174236303095e-02,-4.697863261677712871e-02
4.569369193470179447e+00,4.572586908032972630e+00,4.495361758525941553e+00,4.347346888637465767e+00,4.286210311944398832e+00,4.258323452400193609e+00,4.226146306772264438e+00,4.162864587037335973e+00,4.074913722320995468e+00,4.055607434944238143e+00,3.945132568288346242e+00,3.947277711330208216e+00,3.683425117181186703e+00,3.598691967027638494e+00,3.437806238887990862e+00,3.282283368352997943e+00,2.931552481008566247e+00,2.830730758041053452e+00,4.996252658800711011e+00,4.997325230321641776e+00,4.998397801842572541e+00,1.648756941975109136e+00,1.701312946500727286e+00,-4.590606109584614153e-02,-4.590606109584614153e-02
4.553280620656214417e+00,4.558643478260869131e+00,4.443878325521254169e+00,4.329113172781639207e+00,4.326968029739776789e+00,4.307661742363019464e+00,4.242234879586229468e+00,4.168227444641990687e+00,4.123179440762889669e+00,4.022357717795377319e+00,3.880778277032487456e+00,3.923681137869726943e+00,3.813206271213835485e+00,3.648030256990463904e+00,3.569732535962502062e+00,3.444241668013576785e+00,3.246888508162275588e+00,2.905810764506222554e+00,4.998397801842572541e+00,5.000542944884434959e+00,4.999470373363504194e+00,1.633740940682075315e+00,1.374178632616777085e+00,-4.805120413770810894e-02,-4.590606109584614153e-02
